表面,裏面,Word,Audio,Image
knock<br>[sound:ukkneel025.mp3],"（ドア）をノックする<br><img src=""knock.jpg""><br><i>to hit a door with your closed hand so that people know you are there</i><br>There’s someone knocking at the door.",knock,ukkneel025.mp3,knock.jpg
know<br>[sound:ukknock008.mp3],"知っている<br><img src=""know.jpg""><br><i>to have information about something in your mind</i><br>“How old is she?” “I don’t know.”",know,ukknock008.mp3,know.jpg
knowledge<br>[sound:ukknock012.mp3],"知識<br><img src=""knowledge.jpg""><br><i>information and understanding that you have in your mind</i><br>His knowledge of history is amazing.",knowledge,ukknock012.mp3,knowledge.jpg
knowledgeable<br>[sound:ukknock013.mp3],"知識の豊富な<br><img src=""knowledgeable.jpg""><br><i>knowing a lot</i><br>He’s very knowledgeable about art.",knowledgeable,ukknock013.mp3,knowledgeable.jpg
label<br>[sound:ukkos__030.mp3],"ラベル<br><img src=""label.jpg""><br><i>a piece of paper or material that is attached to something and gives you information about it</i><br>There are washing instructions on the label.",label,ukkos__030.mp3,label.jpg
labour<br>[sound:uklabia002.mp3],"（人）が精を出して働く、労働<br><img src=""labour.jpg""><br><i>to work hard</i><br>He laboured night and day to get the house finished on time.",labour,uklabia002.mp3,labour.jpg
lack<br>[sound:uklabia021.mp3],"不足<br><img src=""paste-f7de8dcead6b183a06669e9eed65ef16eaef6959.png""><br><i>not having something, or not having enough of something</i><br>My only problem is lack of money.",lack,uklabia021.mp3,paste-f7de8dcead6b183a06669e9eed65ef16eaef6959.png
landlord<br>[sound:uklampl019.mp3],"家主<br><img src=""landlord.jpg""><br><i>a man who owns the house that you live in and who you pay rent to</i><br>The landlord had promised to redecorate the bedrooms before we moved in.",landlord,uklampl019.mp3,landlord.jpg
laptop<br>[sound:ukcld00785.mp3],"ラップトップ<br><img src=""laptop.jpg""><br><i>a small computer that you can carry around with you</i><br>A laptop would be really useful for when I'm working on the train.",laptop,ukcld00785.mp3,laptop.jpg
launch<br>[sound:uklatvi010.mp3],"（ロケットなど）を打ち上げる, （船）を進水させる<br><img src=""launch.jpg""><br><i>to send a spacecraft into the sky, or to send a ship into the water</i><br>They have launched an inquiry into his death.",launch,uklatvi010.mp3,launch.jpg
law<br>[sound:uklatvi026.mp3],"法学<br><img src=""paste-0ce0599faa9f59fe4f7635b649a4eb886d65b97f.jpg""><br><i>the subject or job of understanding and dealing with the laws of a country</i><br>I studied law at college.",law,uklatvi026.mp3,paste-0ce0599faa9f59fe4f7635b649a4eb886d65b97f.jpg
lay someone off<br>[sound:uklawle011.mp3],"（人）をくびにする<br><img src=""paste-9ebc352f7e32b97611c6ff1b99a571ac4a6f3ebe.jpg""><br><i>to tell someone that there is not enough work for them to continue working at a job</i><br>The factory laid off more than a thousand employees.",lay someone off,uklawle011.mp3,paste-9ebc352f7e32b97611c6ff1b99a571ac4a6f3ebe.jpg
leak<br>[sound:ukldriv016.mp3],"（水など）が漏れる, （水など）を漏らす<br><img src=""leak.jpg""><br><i>If a container leaks, it allows liquid or gas to come out when it should not.</i><br>The bottle had leaked and the bag was all wet.",leak,ukldriv016.mp3,leak.jpg
lean<br>[sound:ukldriv019.mp3],"～が傾く, ～を傾ける<br><img src=""lean.jpg""><br><i>to move the top part of your body in a particular direction</i><br>She leaned forward so she could hear better.",lean,ukldriv019.mp3,lean.jpg
lease<br>[sound:uklearn002.mp3],"賃貸契約<br><img src=""lease.jpg""><br><i>a legal agreement in which you pay money in order to use a building or a piece of land for a period of time</i><br>We signed a three-year lease when we moved into the house.",lease,uklearn002.mp3,lease.jpg
leisure<br>[sound:uklegal030.mp3],"自由時間<br><img src=""leisure.jpg""><br><i>the time when you are not working</i><br>Do you have a lot of leisure time?",leisure,uklegal030.mp3,leisure.jpg
lend<br>[sound:ukleisu008.mp3],"（物）を貸す<br><img src=""paste-06b8a6356d9b7210b8a5a51273cb3c4d5b02a671.png""><br><i>to give something to someone for a period of time</i><br>I lent my bike to Sara.",lend,ukleisu008.mp3,paste-06b8a6356d9b7210b8a5a51273cb3c4d5b02a671.png
liability<br>[sound:uklevel019.mp3],"a(義務としての)責任のあること; 責任，義務 〔for〕.<br><img src=""paste-8495024706373059cb5507c4ab41ff78fcef2a21.jpg""><br><i>the fact that someone is legally responsible for something:</i><br>He denies any liability for the damage caused.",liability,uklevel019.mp3,paste-8495024706373059cb5507c4ab41ff78fcef2a21.jpg
license<br>[sound:ukliber029.mp3],"免許、許可証<br><img src=""license.jpg""><br><i>to allow someone officially to do or have something</i><br>Are they licensed to carry guns?",license,ukliber029.mp3,license.jpg
lie<br>[sound:uklicen013.mp3],"～が横たわる<br><img src=""paste-56b115f4411236d9099ecee39eadb6df392235ba.jpg""><br><i>to put your body flat on something, or to be in this position</i><br>He lay on the bed.",lie,uklicen013.mp3,paste-56b115f4411236d9099ecee39eadb6df392235ba.jpg
limited<br>[sound:uklilt_017.mp3],"（数量が）わずかな<br><img src=""limited.jpg""><br><i>small in amount or number</i><br>There is a limited choice of drinks.",limited,uklilt_017.mp3,limited.jpg
limousine<br>[sound:uklilt_022.mp3],"リムジン:<br><img src=""limousine.jpg""><br><i>a large, expensive car, often driven by a chauffeur</i><br>Why not arrive in style using our silver stretch limousine.",limousine,uklilt_022.mp3,limousine.jpg
list<br>[sound:uklisp_003.mp3],"リスト, 一覧表<br><img src=""list.jpg""><br><i>a lot of words that are written one under the other</i><br>a shopping list",list,uklisp_003.mp3,list.jpg
livestock<br>[sound:uklitig023.mp3],"(牛・馬・羊などの)家畜&nbsp;<br><img src=""livestock.jpg""><br><i>animals, such as cows and sheep, and birds, such as chickens, kept on a farm</i><br>These, except livestock, continue to be the main items of export.",livestock,uklitig023.mp3,livestock.jpg
loan<br>[sound:ukload_008.mp3],"借金, ローン<br><img src=""loan.jpg""><br><i>money that someone borrows</i><br>a bank loan",loan,ukload_008.mp3,loan.jpg
lobby<br>[sound:ukload_018.mp3],"ロビー<br><img src=""lobby.jpg""><br><i>a room at the main entrance of a building</i><br>a hotel lobby",lobby,ukload_018.mp3,lobby.jpg
local<br>[sound:ukload_024.mp3],"地元の<br><img src=""local.jpg""><br><i>relating to an area near you</i><br>She goes to the local school.",local,ukload_024.mp3,local.jpg
locate<br>[sound:ukload_029.mp3],"（場所に）ある<br><img src=""locate.jpg""><br><i>to be in a particular place</i><br>Both schools are located in the town.",locate,ukload_029.mp3,locate.jpg
log in/on<br>[sound:ukloch_029.mp3],"（コンピュータ）ログインする<br><img src=""log-in-on.jpg""><br><i>to connect a computer to a system of computers by typing your name and a password</i>",log in/on,ukloch_029.mp3,log-in-on.jpg
loyal<br>[sound:ukloyal001.mp3],"忠実な<br><img src=""paste-d5aaa503b09385c831747ce25f46c0517f11a609.jpg""><br><i>always liking and supporting someone or something</i><br>a loyal supporter",loyal,ukloyal001.mp3,paste-d5aaa503b09385c831747ce25f46c0517f11a609.jpg
luggage<br>[sound:uklucki013.mp3],"（旅行用）かばん<br><img src=""luggage.jpg""><br><i>bags that you carry with you when you travel</i><br>Never leave your luggage unattended.",luggage,uklucki013.mp3,luggage.jpg
luxurious<br>[sound:uklusci027.mp3],"豪華な<br><img src=""luxurious.jpg""><br><i>very comfortable and expensive</i><br>a luxurious hotel",luxurious,uklusci027.mp3,luxurious.jpg
luxury<br>[sound:uklusci029.mp3],"高級品<br><img src=""luxury.jpg""><br><i>very expensive and beautiful things</i><br>They live in luxury in a fabulous apartment in Paris.",luxury,uklusci029.mp3,luxury.jpg
maintain<br>[sound:ukmains002.mp3],"（状態、活動）を維持する<br><img src=""paste-f42f8e075b9e34a34df14e34faf1d55f279124c1.jpg""><br><i>to make a situation or activity continued in the same way</i><br>The army has been brought in to maintain order in the region.",maintain,ukmains002.mp3,paste-f42f8e075b9e34a34df14e34faf1d55f279124c1.jpg
maintenance<br>[sound:ukmains003.mp3],"整備<br><img src=""paste-7279473d9ac66cdc5c7827a0a2266286abd88950.jpg""><br><i>the work that you do to keep something in good condition</i><br>car maintenance",maintenance,ukmains003.mp3,paste-7279473d9ac66cdc5c7827a0a2266286abd88950.jpg
major<br>[sound:ukmains010.mp3],"主要な<br><img src=""paste-a68dd314090ad5a9a3b7eaa5affeaddbe36c0ad3.png""><br><i>important or big</i><br>a major problem",major,ukmains010.mp3,paste-a68dd314090ad5a9a3b7eaa5affeaddbe36c0ad3.png
manage<br>[sound:ukmammo006.mp3],"何とかやり遂げる<br><img src=""Voyage_in_Space_page286.png""><br><i>to do something that you have been trying to do</i><br>I managed to persuade him to come.",manage,ukmammo006.mp3,Voyage_in_Space_page286.png
managerial<br>[sound:ukmammo011.mp3],"支配人[経営者，管理者]の.<br><img src=""managerial.jpg""><br><i>relating to a manager or management:</i><br>managerial responsibilities/decisions/skills",managerial,ukmammo011.mp3,managerial.jpg
mandatory<br>[sound:ukmammo016.mp3],"義務的な，強制の，必須の.<br><img src=""paste-9885af9aa3cc0a387d5c2507a04f15adf73b6330.png""><br><i>describes something that must be done, or is demanded by law:</i><br>The minister is calling for mandatory prison sentences for people who assault police officers.",mandatory,ukmammo016.mp3,paste-9885af9aa3cc0a387d5c2507a04f15adf73b6330.png
manufacture<br>[sound:ukmanli029.mp3],"製造する<br><img src=""manufacture.jpg""><br><i>to make something, usually in large numbers in a factory</i><br>He works for a company that manufactures plastic products.",manufacture,ukmanli029.mp3,manufacture.jpg
manufacturing<br>[sound:ukcld00859.mp3],"製造業<br><img src=""manufacturing.jpg""><br><i>the business of producing goods in large numbers in a factory</i><br>car manufacturing",manufacturing,ukcld00859.mp3,manufacturing.jpg
marketing<br>[sound:ukmargi024.mp3],"【経済】マーケティング 《市場調査・流通経路・広告なども含む製造計画から最終販売までの全過程》.<br><img src=""marketing.jpg""><br><i>a job that involves encouraging people to buy a product or service:</i><br>a career in marketing",marketing,ukmargi024.mp3,marketing.jpg
mechanic<br>[sound:ukmeant017.mp3],"修理工<br><img src=""mechanic.jpg""><br><i>someone whose job is to repair machines</i><br>a car mechanic",mechanic,ukmeant017.mp3,mechanic.jpg
medic<br>[sound:ukmeddl011.mp3],"医者.<br><img src=""medic.jpg""><br><i>a medical student or doctor</i><br>The medic knelt to look at her knee.",medic,ukmeddl011.mp3,medic.jpg
medical<br>[sound:ukmeddl013.mp3],"医学の, 医療の<br><img src=""medical.jpg""><br><i>relating to medicine and different ways of curing illness</i><br>medical treatment",medical,ukmeddl013.mp3,medical.jpg
medication<br>[sound:ukmeddl017.mp3],"（医）薬<br><img src=""medication.jpg""><br><i>medicine that is used to treat an illness</i><br>He’s on medication to control his depression.",medication,ukmeddl017.mp3,medication.jpg
medicine<br>[sound:ukmeddl019.mp3],"薬<br><img src=""medicine.jpg""><br><i>something that you drink or eat when you are sick to make you feel better</i><br>cough medicine",medicine,ukmeddl019.mp3,medicine.jpg
meeting<br>[sound:ukmeek_004.mp3],"会議<br><img src=""meeting.jpg""><br><i>an occasion when people come together for a reason, usually to talk about something</i><br>We're having a meeting on Thursday to discuss the problem.",meeting,ukmeek_004.mp3,meeting.jpg
membership<br>[sound:ukmelod010.mp3],"会員（であること）<br><img src=""membership.jpg""><br><i>the fact of belonging to a group or an organization</i><br>I've applied for membership of the union.",membership,ukmelod010.mp3,membership.jpg
memo<br>[sound:ukmelod015.mp3],"（社内の）回覧状<br><img src=""memo.jpg""><br><i>a written message that one person in an organization sends to another</i><br>Did you get my memo about the meeting?",memo,ukmelod015.mp3,memo.jpg
memorandum<br>[sound:ukmelod022.mp3],"覚え書き，備忘録，メモ.<br><img src=""memorandum.jpg""><br><i>a short written report prepared specially for a person or group of people that contains information about a particular matter:</i><br>Michael Davis has prepared a memorandum outlining our need for an additional warehouse.",memorandum,ukmelod022.mp3,memorandum.jpg
mention<br>[sound:ukmenac023.mp3],"～について言及する<br><img src=""mention.jpg""><br><i>to speak or write a few words about something or someone</i><br>She didn't mention her daughter.",mention,ukmenac023.mp3,mention.jpg
merchandise<br>[sound:ukmerce002.mp3],"[集合的に] 商品.<br><img src=""paste-b91c236d0b35bdc0391388b852a391579695a136.png""><br><i>goods that are bought and sold:</i><br>Shoppers complained about poor quality merchandise and high prices.",merchandise,ukmerce002.mp3,paste-b91c236d0b35bdc0391388b852a391579695a136.png
mere<br>[sound:ukmerce013.mp3],"たった（少ないことを強調する）<br><img src=""mere.jpg""><br><i>used to emphasize that something is not large or important</i><br>It costs a mere ten dollars.",mere,ukmerce013.mp3,mere.jpg
merge<br>[sound:ukmerce016.mp3],"～と合併する<br><img src=""merge.jpg""><br><i>to join together</i><br>The city’s smaller libraries will merge into a large one.",merge,ukmerce016.mp3,merge.jpg
